Age,Occupation,MaritalStatus,Dependents,ResidentialStatus,AddressDuration,CreditScore,IncomeLevel,LoanAmountRequested,LoanTerm,PurposeoftheLoan,Collateral,InterestRate,PreviousLoans,ExistingLiabilities,ApplicationBehavior,LocationofApplication,ChangeinBehavior,TimeofTransaction,AccountActivity,PaymentBehavior,Blacklists,EmploymentVerification,PastFinancialMalpractices,DeviceInformation,SocialMediaFootprint,ConsistencyinData,Referral,IsFraud
51,Engineer,Divorced,4,Own,188,761,26903,73592,27,medical,No,4.5,1,7000,Normal,Local,Yes,15:30,Normal,On-time,No,Verified,No,Mobile,No,Consistent,Referral,No
33,Engineer,Single,1,Rent,59,580,16034,10222,10,personal,No,6.8,0,4306,Rapid,Local,No,09:00,Unusual,Defaulted,No,Not Verified,No,Mobile,No,Inconsistent,Online,Yes
44,Accountant,Single,0,Rent,183,815,10828,300000,10,travel,Yes,4.5,0,1086,Rapid,Local,No,10:40,Normal,On-time,No,Verified,No,Desktop,No,Consistent,Online,No
56,Retired,Married,0,Rent,137,830,94989,42356,20,auto,No,4.5,4,4438,Rapid,Local,No,14:15,Normal,On-time,No,Verified,No,Laptop,No,Consistent,Referral,No
56,Technician,Single,0,Own,128,664,7948,73189,5,personal,No,6.1,0,1530,Normal,Local,No,15:40,Normal,On-time,No,Verified,No,Tablet,Yes,Consistent,Online,No
56,Artist,Single,1,Rent,1,708,17392,2000,23,education,No,4.5,1,5132,Rapid,Unusual,No,09:00,Normal,On-time,No,Verified,No,Laptop,No,Inconsistent,Online,No
36,Artist,Single,1,Rent,1,830,39744,37421,22,auto,Yes,6.5,2,948,Rapid,Local,No,03:00,Unusual,Late,No,Verified,No,Desktop,No,Consistent,Online,No
56,Doctor,Divorced,2,Own,1,707,45520,300000,30,home,Yes,4.5,3,7000,Normal,Local,Yes,14:15,Normal,On-time,No,Verified,No,Desktop,No,Consistent,Referral,No
22,Chef,Divorced,0,Own,64,789,14875,32186,16,auto,No,4.5,1,3381,Normal,Local,No,10:20,Normal,Late,No,Not Verified,No,Laptop,No,Inconsistent,Online,No
39,Self-employed,Married,0,Rent,1,703,39577,5340,23,medical,No,4.5,3,4509,Rapid,Local,No,12:10,Normal,On-time,No,Verified,No,Tablet,No,Consistent,Online,No
22,Engineer,Single,2,Rent,87,814,44477,65894,6,auto,No,8,0,0,Normal,Local,No,15:30,Normal,On-time,No,Not Verified,No,Desktop,No,Inconsistent,Online,Yes
42,Manager,Married,0,Own,99,788,84396,72901,20,home,Yes,4.5,2,3697,Normal,Local,Yes,10:00,Normal,On-time,No,Verified,No,Tablet,No,Consistent,Referral,No
39,Engineer,Single,4,Rent,58,792,14280,2000,1,personal,No,7,2,907,Rapid,Local,No,12:00,Normal,On-time,No,Verified,No,Desktop,No,Inconsistent,Online,No
22,Musician,Single,1,Rent,13,741,0,18824,1,personal,No,4.5,2,4816,Normal,Unusual,No,11:00,Normal,On-time,No,Not Verified,No,Tablet,No,Inconsistent,Online,No
28,Software Developer,Single,0,Rent,79,732,15922,21015,4,education,No,5.3,1,4230,Normal,Unusual,No,02:00,Unusual,Late,No,Not Verified,Yes,Tablet,No,Inconsistent,Online,No
31,Accountant,Single,4,Rent,1,691,17281,2000,19,education,No,4.5,1,4570,Normal,Local,No,09:40,Normal,On-time,No,Verified,No,Mobile,No,Consistent,Referral,No
22,Engineer,Single,0,Own,77,804,31066,48454,9,auto,No,4.5,1,2481,Normal,Unusual,No,09:30,Normal,Defaulted,No,Verified,Yes,Mobile,No,Inconsistent,Online,No
28,Manager,Divorced,1,Own,61,830,72990,2081,11,auto,No,4.5,2,1319,Normal,Local,No,15:30,Normal,On-time,No,Verified,No,Desktop,No,Consistent,Online,No
51,Engineer,Single,0,Rent,360,676,76266,5028,28,auto,Yes,5.8,3,4313,Normal,Local,No,03:00,Normal,On-time,No,Verified,No,Desktop,No,Consistent,Online,No
56,Manager,Married,4,Own,1,686,21339,44268,3,home,Yes,4.6,1,7000,Rapid,Local,No,14:15,Normal,On-time,No,Verified,No,Laptop,No,Consistent,Referral,No
31,Artist,Divorced,4,Own,5,830,122984,71890,30,home,Yes,6,1,0,Normal,Local,No,12:00,Normal,On-time,No,Verified,No,Desktop,No,Consistent,Referral,No
38,Software Developer,Single,1,Rent,1,775,0,14720,10,travel,No,5.7,1,1139,Normal,Unusual,Yes,03:00,Normal,Defaulted,No,Not Verified,Yes,Desktop,No,Inconsistent,Online,No
55,Architect,Married,4,Own,22,830,42356,78315,27,home,No,5.7,0,4253,Rapid,Local,Yes,10:50,Normal,On-time,No,Verified,No,Desktop,No,Consistent,Referral,No
22,Engineer,Single,1,Rent,45,804,58634,27792,2,personal,No,4.5,0,0,Normal,Unusual,No,03:00,Normal,On-time,No,Not Verified,No,Mobile,No,Inconsistent,Online,Yes
51,Manager,Divorced,4,Own,79,830,118322,74778,27,travel,No,4.9,1,0,Normal,Local,No,12:10,Normal,Late,No,Verified,No,Tablet,Yes,Consistent,Referral,No
22,Artist,Single,1,Own,1,785,86993,6361,18,personal,No,5.9,1,0,Rapid,Local,No,09:00,Normal,Defaulted,No,Not Verified,No,Mobile,No,Inconsistent,Online,No
42,Engineer,Single,1,Rent,51,591,776,68561,1,personal,No,8,0,2713,Normal,Local,No,10:10,Normal,On-time,No,Verified,No,Tablet,No,Consistent,Online,No
22,Clerk,Single,1,Rent,63,656,18706,2000,8,education,No,5.7,1,1367,Normal,Unusual,No,13:20,Normal,On-time,Yes,Not Verified,No,Mobile,No,Consistent,Online,Yes
39,Entrepreneur,Single,4,Own,1,830,95374,44640,24,personal,No,6.8,1,0,Rapid,Local,No,09:40,Normal,On-time,No,Verified,No,Laptop,No,Consistent,Online,No
46,Manager,Single,4,Rent,183,801,44411,57141,15,auto,No,4.5,1,4926,Normal,Local,No,13:30,Normal,On-time,No,Verified,No,Desktop,No,Consistent,Online,No
27,Software Developer,Single,4,Rent,34,830,42350,2000,1,home,No,5.4,1,4980,Normal,Local,No,13:30,Normal,Late,No,Verified,No,Tablet,Yes,Consistent,Online,No
42,Architect,Single,1,Own,39,830,28103,59962,5,home,No,5.8,1,777,Normal,Local,No,11:50,Normal,Late,No,Verified,No,Tablet,No,Consistent,Online,No
56,Chef,Married,4,Own,1,794,19445,2000,12,home,Yes,4.5,4,4845,Rapid,Local,No,10:20,Normal,On-time,No,Verified,No,Desktop,No,Consistent,Referral,No
22,Student,Single,0,Rent,59,580,54897,2000,1,auto,No,4.6,2,5061,Rapid,Unusual,No,03:00,Normal,Late,No,Not Verified,No,Mobile,No,Inconsistent,Online,Yes
50,Manager,Single,1,Rent,59,641,15427,57353,19,home,No,8,1,3798,Rapid,Unusual,No,10:30,Normal,On-time,No,Not Verified,No,Desktop,No,Consistent,Online,No
22,Manager,Divorced,4,Own,360,830,118854,80934,20,home,Yes,4.5,4,834,Rapid,Local,No,09:00,Normal,On-time,No,Verified,No,Desktop,No,Consistent,Online,No
22,Unemployed,Single,1,Rent,66,580,1526,33603,20,auto,No,4.8,1,5209,Normal,Unusual,No,16:00,Normal,Late,No,Verified,No,Mobile,No,Inconsistent,Online,Yes
36,Engineer,Single,3,Rent,1,830,42061,2000,22,auto,No,4.5,3,4373,Rapid,Local,No,12:45,Normal,On-time,No,Verified,No,Tablet,No,Consistent,Referral,No
25,Designer,Single,0,Rent,59,830,93249,2000,7,personal,No,4.7,2,3825,Normal,Local,No,09:40,Normal,On-time,No,Verified,No,Desktop,No,Inconsistent,Referral,No
56,Unemployed,Single,4,Own,288,790,38376,60986,21,personal,No,4.5,0,3798,Normal,Local,No,10:50,Normal,Defaulted,No,Verified,No,Desktop,No,Consistent,Referral,No
36,Engineer,Single,0,Own,62,830,58553,22294,1,travel,No,8,1,3041,Normal,Local,No,12:45,Normal,On-time,Yes,Verified,No,Desktop,No,Inconsistent,Online,No
22,Teacher,Single,1,Rent,1,592,6134,2000,7,personal,No,4.5,2,5062,Normal,Unusual,No,11:50,Normal,On-time,Yes,Not Verified,No,Mobile,No,Inconsistent,Online,Yes
22,Musician,Single,0,Rent,3,759,10327,5806,1,personal,No,4.9,2,47,Normal,Unusual,No,16:00,Normal,On-time,No,Not Verified,No,Mobile,No,Inconsistent,Online,Yes
41,Manager,Divorced,3,Live with Parents,60,830,126211,300000,30,home,Yes,4.5,4,7000,Normal,Local,No,10:10,Normal,On-time,No,Verified,No,Tablet,Yes,Consistent,Referral,No
22,Architect,Single,1,Live with Parents,69,725,59882,61422,30,personal,No,4.5,1,4538,Normal,Local,No,10:00,Normal,On-time,No,Verified,No,Mobile,No,Consistent,Online,No
37,Clerk,Divorced,0,Rent,1,679,29952,2000,15,auto,No,4.5,4,253,Normal,Local,No,12:00,Normal,On-time,No,Verified,No,Tablet,No,Consistent,Online,No
37,Engineer,Single,0,Own,85,816,33633,2000,1,travel,No,4.8,2,4769,Rapid,Local,No,03:00,Normal,On-time,No,Not Verified,No,Mobile,No,Inconsistent,Online,Yes
23,Engineer,Single,1,Rent,85,781,6943,2000,1,personal,No,4.5,1,4845,Normal,Unusual,No,03:00,Unusual,Defaulted,Yes,Not Verified,No,Mobile,No,Inconsistent,Online,Yes
56,Entrepreneur,Single,0,Own,64,685,45998,33231,21,travel,No,6.4,1,1536,Normal,Local,No,11:00,Normal,On-time,No,Verified,No,Desktop,No,Consistent,Referral,No
22,Artist,Single,4,Rent,44,792,74864,16326,1,personal,No,4.5,1,4239,Rapid,Local,No,11:15,Normal,Defaulted,No,Verified,No,Mobile,No,Inconsistent,Online,No
56,Engineer,Married,0,Own,73,830,59775,62963,8,home,Yes,4.5,4,7000,Rapid,Local,Yes,12:10,Normal,On-time,No,Verified,No,Desktop,Yes,Consistent,Referral,No
56,Doctor,Married,4,Own,360,830,21814,212108,3,home,No,6.1,4,2456,Rapid,Local,Yes,11:00,Unusual,Late,No,Verified,No,Desktop,No,Inconsistent,Referral,No
39,Artist,Single,0,Own,34,682,9902,55303,20,home,No,4.5,2,5084,Normal,Local,No,15:30,Normal,On-time,No,Not Verified,No,Laptop,No,Inconsistent,Online,No
22,Engineer,Single,0,Rent,94,825,68983,64031,5,personal,No,4.5,2,3876,Normal,Unusual,No,14:00,Normal,On-time,No,Not Verified,No,Mobile,No,Inconsistent,Online,Yes
33,Entrepreneur,Divorced,1,Own,143,830,150000,24307,21,home,No,5.3,4,2471,Normal,Local,Yes,10:40,Normal,On-time,No,Verified,No,Desktop,No,Consistent,Online,No
28,Self-employed,Single,1,Rent,68,736,11114,41581,1,auto,No,5,0,4095,Normal,Unusual,No,02:00,Normal,On-time,Yes,Not Verified,No,Mobile,No,Inconsistent,Online,Yes
45,Engineer,Single,1,Live with Parents,53,830,14202,58488,1,auto,No,4.5,3,4749,Rapid,Local,No,11:50,Normal,On-time,No,Verified,No,Desktop,No,Inconsistent,Online,No
22,Musician,Single,1,Rent,37,612,44136,21346,1,auto,No,4.6,2,4550,Normal,Unusual,No,02:00,Normal,On-time,No,Not Verified,No,Mobile,No,Inconsistent,Online,Yes
22,Designer,Single,1,Rent,88,809,0,15586,1,personal,No,4.6,1,2899,Normal,Local,No,13:30,Unusual,Defaulted,No,Not Verified,No,Mobile,No,Inconsistent,Online,Yes
46,Engineer,Divorced,0,Live with Parents,127,830,119024,300000,1,home,No,4.5,1,1982,Normal,Local,No,10:20,Normal,On-time,No,Verified,No,Laptop,Yes,Consistent,Referral,No
33,Architect,Married,0,Rent,1,830,0,18365,1,personal,No,4.5,3,2053,Normal,Local,No,10:00,Normal,On-time,No,Verified,No,Mobile,No,Inconsistent,Referral,No
22,Student,Married,1,Own,1,818,1909,64637,17,auto,No,4.5,1,4693,Normal,Local,No,11:15,Normal,Late,No,Verified,No,Desktop,No,Consistent,Referral,No
53,Manager,Divorced,0,Own,59,667,30436,63599,22,personal,No,5.3,2,2033,Rapid,Local,No,10:30,Normal,On-time,No,Verified,No,Tablet,Yes,Consistent,Online,No
48,Manager,Single,4,Own,43,830,141515,40889,19,auto,No,5,3,3439,Normal,Local,No,10:30,Normal,On-time,No,Verified,No,Laptop,No,Consistent,Referral,No
53,Manager,Single,0,Live with Parents,2,830,34031,13413,7,home,No,5.5,1,0,Normal,Local,No,15:40,Normal,Late,No,Verified,No,Desktop,No,Consistent,Online,No
40,Manager,Divorced,0,Own,1,732,65686,19500,30,auto,Yes,4.5,2,741,Normal,Local,No,14:15,Normal,On-time,No,Verified,No,Desktop,No,Consistent,Referral,No
35,Doctor,Married,0,Own,1,678,150000,55284,30,home,Yes,4.9,4,0,Normal,Local,Yes,10:50,Normal,On-time,No,Verified,No,Desktop,Yes,Consistent,Referral,No
44,Musician,Married,4,Rent,1,702,73181,2000,25,auto,Yes,4.5,2,5180,Normal,Local,Yes,10:10,Normal,On-time,No,Verified,No,Laptop,No,Consistent,Online,No
56,Manager,Single,2,Own,82,677,84335,45434,5,home,No,6.4,1,7000,Normal,Unusual,No,11:15,Normal,On-time,No,Verified,No,Laptop,No,Consistent,Online,No
55,Unemployed,Divorced,2,Rent,1,723,64173,51735,6,home,No,4.5,4,4918,Rapid,Local,Yes,01:00,Normal,On-time,No,Verified,No,Tablet,No,Consistent,Online,No
45,Designer,Married,0,Own,40,644,24335,69387,17,personal,No,4.9,1,0,Rapid,Local,No,03:00,Normal,On-time,No,Verified,No,Tablet,Yes,Consistent,Online,No
35,Artist,Single,4,Rent,1,830,84599,8273,13,travel,Yes,7.8,1,3805,Rapid,Unusual,No,16:30,Normal,Late,No,Verified,No,Mobile,No,Consistent,Online,Yes
30,Software Developer,Single,0,Rent,34,595,0,50691,4,auto,No,4.5,2,0,Normal,Local,No,16:00,Normal,Defaulted,No,Not Verified,No,Mobile,No,Inconsistent,Online,No
22,Musician,Single,4,Rent,1,830,95477,2000,19,personal,No,4.5,1,194,Normal,Unusual,No,15:30,Normal,On-time,No,Not Verified,No,Desktop,No,Consistent,Referral,No
22,Teacher,Married,0,Rent,91,830,55275,60146,24,auto,Yes,5.9,2,6006,Normal,Local,No,10:20,Normal,On-time,No,Verified,No,Desktop,No,Consistent,Referral,No
44,Manager,Single,0,Rent,9,830,15065,69560,1,travel,No,4.5,1,2663,Normal,Local,No,14:10,Unusual,Late,No,Not Verified,No,Desktop,No,Consistent,Online,No
22,Designer,Single,1,Rent,31,812,77114,37335,22,travel,No,4.5,2,2076,Normal,Local,No,14:10,Normal,On-time,No,Not Verified,No,Mobile,No,Consistent,Online,Yes
22,Student,Single,1,Own,70,710,113030,2000,20,auto,No,4.5,2,1077,Normal,Local,No,15:30,Normal,On-time,No,Verified,No,Desktop,No,Consistent,Online,No
34,Musician,Single,1,Rent,62,580,0,63307,1,personal,No,4.5,0,4833,Normal,Unusual,No,14:00,Normal,On-time,No,Verified,No,Tablet,No,Inconsistent,Online,No
22,Engineer,Single,4,Live with Parents,77,669,2174,17419,12,home,No,8,1,1984,Rapid,Unusual,No,01:00,Normal,Defaulted,No,Verified,No,Tablet,No,Inconsistent,Referral,No
35,Engineer,Married,4,Own,1,830,79694,76116,29,home,Yes,4.5,0,0,Normal,Local,No,10:20,Normal,On-time,No,Verified,No,Desktop,No,Consistent,Referral,No
56,Manager,Married,0,Own,28,672,18721,56144,30,home,Yes,5,3,2259,Normal,Local,No,10:50,Normal,On-time,No,Verified,No,Tablet,No,Consistent,Referral,No
56,Manager,Married,1,Rent,1,830,146995,300000,20,auto,No,4.5,3,0,Normal,Local,No,13:20,Normal,On-time,No,Verified,No,Laptop,Yes,Consistent,Online,No
56,Chef,Single,2,Own,268,761,92581,74902,3,home,Yes,4.5,3,4686,Normal,Local,No,02:00,Normal,On-time,No,Verified,No,Desktop,No,Consistent,Online,No
30,Self-employed,Divorced,1,Rent,23,830,0,66886,30,auto,No,6.8,1,4833,Normal,Local,No,11:00,Normal,Late,No,Not Verified,No,Mobile,No,Consistent,Online,Yes
35,Accountant,Married,3,Own,142,830,15920,34997,30,home,Yes,4.5,3,0,Rapid,Local,Yes,09:30,Normal,On-time,No,Verified,No,Laptop,No,Consistent,Referral,No
56,Engineer,Single,4,Own,84,830,64127,68246,23,medical,No,4.5,2,3435,Normal,Local,Yes,10:40,Normal,On-time,No,Verified,No,Tablet,No,Consistent,Referral,No
56,Doctor,Single,4,Rent,28,830,0,72246,7,home,No,4.5,0,4586,Normal,Local,No,01:00,Normal,On-time,No,Verified,No,Desktop,No,Consistent,Online,No
39,Clerk,Single,0,Own,84,824,111925,54120,1,auto,Yes,5.6,2,4377,Normal,Local,No,16:30,Normal,On-time,No,Verified,No,Desktop,No,Consistent,Online,No
22,Engineer,Single,1,Live with Parents,1,781,3315,12846,2,education,No,4.5,2,4298,Normal,Local,No,15:40,Normal,On-time,No,Not Verified,No,Mobile,No,Inconsistent,Online,No
28,Engineer,Divorced,4,Own,1,830,129248,2000,30,home,No,4.5,4,616,Normal,Unusual,No,11:15,Normal,On-time,No,Verified,No,Desktop,No,Consistent,Referral,No
55,Manager,Divorced,0,Own,167,813,150000,300000,30,home,Yes,4.5,1,2040,Normal,Local,No,12:00,Normal,Late,No,Verified,No,Laptop,Yes,Consistent,Referral,No
50,Manager,Divorced,4,Own,178,830,27216,13928,1,home,Yes,4.5,2,5120,Normal,Local,Yes,10:20,Normal,On-time,No,Verified,No,Desktop,No,Consistent,Referral,No
22,Self-employed,Single,1,Rent,70,770,18739,2000,1,personal,No,5.3,1,205,Rapid,Local,Yes,01:00,Normal,Late,Yes,Not Verified,No,Mobile,No,Inconsistent,Online,No
22,Engineer,Single,1,Rent,6,774,58008,2000,1,auto,No,5.1,0,4807,Normal,Unusual,No,16:00,Normal,Late,No,Not Verified,No,Mobile,No,Inconsistent,Online,Yes
27,Retired,Married,0,Own,1,830,21909,30673,13,auto,No,4.5,2,0,Rapid,Local,No,01:00,Unusual,On-time,No,Verified,No,Tablet,No,Inconsistent,Online,No
28,Musician,Single,0,Rent,81,830,63461,2000,1,personal,No,6.2,1,4120,Rapid,Local,No,13:20,Normal,Late,No,Verified,No,Desktop,No,Inconsistent,Online,No
49,Chef,Divorced,4,Own,156,707,42438,64033,30,home,Yes,4.5,1,3056,Rapid,Local,Yes,15:30,Normal,On-time,No,Verified,No,Desktop,No,Consistent,Referral,No
25,Doctor,Married,0,Own,1,704,29332,35626,30,education,No,4.5,0,3355,Normal,Local,No,10:50,Normal,On-time,No,Not Verified,No,Mobile,No,Consistent,Online,No
22,Artist,Divorced,4,Live with Parents,71,811,54101,66452,30,personal,No,4.5,1,0,Normal,Local,Yes,09:40,Normal,On-time,No,Not Verified,No,Desktop,No,Consistent,Online,No
22,Manager,Single,1,Rent,76,769,128,27320,2,home,No,5.7,2,4842,Normal,Local,No,10:20,Normal,Late,No,Verified,No,Mobile,No,Consistent,Online,No
47,Architect,Single,4,Own,318,830,13275,72505,25,home,Yes,4.5,4,7000,Normal,Local,No,14:15,Normal,On-time,No,Verified,Yes,Desktop,No,Consistent,Referral,No
25,Teacher,Divorced,2,Rent,24,830,150000,19461,1,medical,Yes,4.5,4,481,Normal,Local,No,14:40,Normal,Late,No,Verified,No,Laptop,No,Consistent,Referral,No
26,Musician,Single,0,Rent,91,692,0,65188,1,travel,No,7.1,1,4624,Normal,Unusual,No,09:00,Unusual,Late,No,Verified,No,Mobile,No,Inconsistent,Online,Yes
22,Engineer,Divorced,0,Own,167,780,150000,106944,22,home,Yes,4.5,3,2473,Normal,Local,No,10:50,Normal,On-time,No,Verified,No,Desktop,No,Consistent,Referral,No
22,Software Developer,Single,4,Rent,1,672,12984,2000,10,medical,No,6.1,0,3644,Rapid,Unusual,No,03:00,Unusual,Late,No,Verified,No,Mobile,No,Inconsistent,Referral,No
28,Artist,Single,1,Rent,33,822,0,2000,1,travel,No,4.5,0,3302,Normal,Local,No,02:00,Normal,Defaulted,No,Verified,No,Mobile,No,Inconsistent,Online,No
26,Musician,Divorced,1,Rent,1,756,96107,2000,17,travel,No,4.5,2,4164,Rapid,Local,No,11:00,Unusual,On-time,No,Verified,No,Desktop,No,Consistent,Online,No
34,Student,Married,2,Own,140,805,123426,23203,25,home,No,4.5,2,3133,Normal,Local,No,16:30,Normal,On-time,No,Verified,No,Mobile,No,Consistent,Referral,No
25,Student,Single,2,Own,73,781,109296,2000,25,home,No,4.5,3,2017,Normal,Local,Yes,13:30,Normal,On-time,No,Verified,No,Desktop,No,Consistent,Referral,No
39,Technician,Single,0,Rent,90,724,23838,42046,1,auto,No,5.8,2,4182,Normal,Unusual,No,10:30,Normal,On-time,No,Not Verified,No,Desktop,No,Consistent,Online,Yes
51,Manager,Married,3,Own,1,830,134238,58416,25,home,Yes,4.5,2,0,Rapid,Local,Yes,11:15,Normal,On-time,No,Verified,No,Desktop,Yes,Consistent,Referral,No
54,Manager,Divorced,1,Rent,153,757,42667,300000,1,auto,No,5.9,1,3086,Normal,Local,No,10:10,Normal,On-time,No,Verified,No,Desktop,Yes,Consistent,Referral,No
54,Entrepreneur,Single,1,Own,65,701,36889,10410,3,education,No,7.3,1,1385,Normal,Local,No,12:30,Unusual,On-time,Yes,Verified,Yes,Desktop,No,Consistent,Referral,No
22,Designer,Divorced,1,Rent,35,772,38956,2000,1,auto,No,4.5,1,4506,Normal,Local,No,09:30,Normal,Defaulted,Yes,Not Verified,No,Mobile,No,Inconsistent,Online,Yes
31,Engineer,Divorced,0,Own,360,830,150000,2000,1,home,No,6.4,2,926,Normal,Local,No,14:40,Normal,On-time,No,Verified,No,Desktop,No,Consistent,Referral,No
56,Architect,Married,0,Own,1,715,150000,72878,30,medical,No,4.5,2,4653,Rapid,Local,No,03:00,Normal,On-time,No,Verified,No,Desktop,Yes,Consistent,Online,No
56,Self-employed,Married,4,Own,79,716,0,29980,1,medical,No,4.5,0,4769,Normal,Local,No,11:00,Normal,On-time,No,Verified,No,Desktop,No,Consistent,Online,No
36,Technician,Single,0,Rent,90,791,0,54548,1,personal,No,6.8,2,4444,Normal,Unusual,No,15:40,Unusual,Late,Yes,Not Verified,No,Mobile,No,Inconsistent,Online,Yes
46,Manager,Single,0,Rent,94,754,3121,52431,1,education,No,8,1,2861,Rapid,Local,No,15:40,Normal,On-time,No,Verified,No,Desktop,No,Inconsistent,Online,No
27,Accountant,Single,0,Own,1,669,77528,81207,30,home,Yes,4.5,1,7000,Normal,Local,Yes,10:50,Normal,On-time,No,Verified,No,Desktop,Yes,Consistent,Referral,No
46,Musician,Single,1,Own,89,830,1009,23705,1,personal,No,8,1,2213,Rapid,Local,No,11:00,Normal,On-time,No,Not Verified,No,Mobile,No,Inconsistent,Online,Yes
34,Teacher,Single,1,Own,19,747,16741,58748,26,personal,No,6.6,1,239,Normal,Local,No,14:40,Normal,On-time,No,Not Verified,No,Laptop,No,Inconsistent,Online,Yes
22,Teacher,Single,1,Rent,1,830,31025,2000,1,education,No,4.5,1,2612,Normal,Local,No,11:50,Normal,On-time,No,Verified,No,Mobile,No,Inconsistent,Referral,No
22,Artist,Single,1,Rent,73,807,5306,76988,5,personal,No,5.3,1,1969,Rapid,Local,No,10:20,Normal,On-time,No,Not Verified,No,Mobile,No,Consistent,Online,No
23,Manager,Divorced,0,Own,46,830,51492,81740,30,home,No,4.5,2,2452,Normal,Local,No,10:50,Normal,On-time,No,Verified,No,Tablet,No,Consistent,Online,No
22,Accountant,Single,0,Rent,84,580,0,24099,30,personal,No,7.6,1,2326,Normal,Local,No,11:50,Normal,Defaulted,No,Not Verified,No,Tablet,No,Consistent,Online,No
56,Manager,Divorced,2,Own,1,830,150000,40657,1,home,Yes,4.5,3,7000,Normal,Local,Yes,09:30,Normal,On-time,No,Verified,No,Tablet,No,Consistent,Referral,No
40,Musician,Single,1,Rent,11,826,0,2000,1,personal,No,4.5,1,1505,Rapid,Unusual,No,03:00,Normal,Defaulted,Yes,Not Verified,No,Mobile,No,Inconsistent,Online,Yes
22,Accountant,Single,0,Rent,8,814,83850,69661,8,auto,No,5.1,1,0,Rapid,Local,Yes,15:30,Normal,Late,No,Not Verified,No,Mobile,Yes,Inconsistent,Online,No
23,Manager,Single,1,Own,1,830,59808,75023,27,home,No,4.5,1,632,Normal,Local,Yes,10:20,Normal,On-time,No,Verified,No,Desktop,No,Consistent,Online,No
36,Engineer,Single,4,Rent,1,830,2855,24169,1,personal,No,4.5,1,4705,Normal,Local,No,11:50,Normal,Late,No,Verified,No,Desktop,No,Inconsistent,Online,Yes
37,Doctor,Single,3,Rent,93,830,69387,2000,1,medical,No,4.5,0,0,Normal,Local,No,14:40,Normal,On-time,No,Verified,No,Mobile,No,Consistent,Online,No
22,Self-employed,Single,0,Rent,1,798,402,66480,7,auto,Yes,4.7,1,1995,Normal,Unusual,No,11:50,Normal,On-time,No,Verified,No,Tablet,No,Consistent,Online,No
22,Clerk,Single,1,Rent,63,820,31636,2000,17,auto,No,5,2,3954,Normal,Unusual,No,09:30,Normal,On-time,No,Not Verified,No,Desktop,No,Consistent,Online,No
22,Engineer,Single,1,Rent,34,683,7868,64252,11,personal,No,5.7,1,2963,Normal,Unusual,No,03:00,Unusual,Late,No,Not Verified,No,Mobile,No,Inconsistent,Online,Yes
32,Clerk,Divorced,4,Own,199,753,30920,72252,24,home,Yes,4.5,4,943,Normal,Local,Yes,11:15,Normal,On-time,No,Verified,No,Desktop,Yes,Consistent,Referral,No
22,Architect,Divorced,1,Rent,59,777,52312,5364,16,personal,No,4.5,0,1026,Rapid,Unusual,No,02:00,Normal,On-time,No,Verified,No,Laptop,No,Inconsistent,Online,Yes
32,Engineer,Married,2,Own,1,830,150000,63835,26,home,Yes,4.5,1,5883,Rapid,Local,No,10:30,Normal,Late,No,Verified,No,Desktop,Yes,Consistent,Referral,No
28,Technician,Single,0,Rent,51,608,42065,14625,10,travel,No,4.5,1,3052,Normal,Local,No,14:40,Normal,On-time,No,Verified,No,Mobile,No,Inconsistent,Online,No
22,Manager,Single,1,Rent,2,830,18288,49892,23,auto,No,8,0,0,Normal,Unusual,No,13:20,Normal,On-time,No,Verified,No,Tablet,No,Consistent,Online,No
